Página,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,"Em 2021, a Unicamp entrou  em terceiro lugar na lista das universidades com melhor reputação do mundo, de acordo com o ranking Times Higher Education (THE) World Reputation. Essa conquista aumenta a responsabilidade social desta instituição pública, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade.",URL,Paragraph,Sentence
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,0.0,Eventos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,1.0,Nossa agenda de eventos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,2.0,04
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,3.0,ago
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,4.0,Fórum Permanente: Saúde da população negra e LGBTQIA+: o desafio da inclusão.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,4.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,5.0,07
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,6.0,ago
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,7.0,Fórum Permanente: A medição da Pobreza Multidimensional por meio da abordagem consensual.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,8.0,08
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,9.0,ago
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,10.0,Fórum Permanente: E-sports são esportes?
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,11.0,09
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,12.0,ago
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,13.0,Fórum Permanente: A Lei Geral de Proteção de Dados Pessoais e as Universidades Estaduais Paulistas.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,14.0,FÓRUNS
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,15.0,"Início:
                04/08/2023, 09:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,16.0,"Fim:
                04/08/2023, 17:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,17.0,FÓRUNS
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,18.0,"Início:
                07/08/2023, 09:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,19.0,"Fim:
                07/08/2023, 17:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,20.0,FÓRUNS
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,21.0,"Início:
                08/08/2023, 09:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,22.0,"Fim:
                08/08/2023, 17:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,23.0,FÓRUNS
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,24.0,"Início:
                09/08/2023, 09:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,25.0,"Fim:
                09/08/2023, 17:00"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,26.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/eventos,26.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,0.0,Fórum Permanente: A medição da Pobreza Multidimensional por meio da abordagem consensual.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,1.0,Sobre a ProEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,2.0,ProEC Vídeos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,3.0,Acontece
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,4.0,Fórum Especial - 20 Anos: Direitos Humanos na Prática:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,5.0,Além da Guerra às Drogas: 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,6.0,A Lei Geral de Proteção de Dados Pessoais e as Universidades Estaduais Paulistas
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,7.0,E-sports são esportes?
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,8.0,Sobre
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,9.0,Localização
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,10.0,Redes Sociais
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,11.0,.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,12.0,"Em 2021, a Unicamp entrou  em terceiro lugar na lista das universidades com melhor reputação do mundo, de acordo com o ranking Times Higher Education (THE) World Reputation."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,12.0,"Essa conquista aumenta a responsabilidade social desta instituição pública, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,13.0,"Na Unicamp, a Pró Reitoria de Extensão e Cultura tem como missão coordenar e estimular atividades e projetos de Extensão e Cultura que, por meio do diálogo e da multidisciplinaridade, tenham aplicação contínua em comunidades não somente da Região Metropolitana de Campinas (RMC), mas também de vários lugares do Brasil e de outros países."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,14.0,"Com o cuidado de não separar ensino, pesquisa e extensão, a Unicamp constrói tradição de interação com a sociedade, por meio de acordos de cooperação com órgãos do governo e da iniciativa privada."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,15.0,"A extensão promove uma transformação social positiva, realizada por professores, pesquisadores, alunos e colaboradores da Universidade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,16.0,DESTAQUE
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,17.0,Assista aos vídeos produzidos pela ProEC.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,18.0,Fique por dentro de nossas atividades
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,19.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,20.0,Publicado em 31/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,21.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,22.0,Publicado em 24/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,23.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,24.0,Publicado em 24/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,25.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,26.0,Publicado em 20/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,27.0,#SomosPROEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,28.0,Conheça todos os órgãos que são parte da Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,29.0,Pró-Reitoria de Extensão e Cultura
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,30.0,Prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,30.0,Dr.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,30.0,Fernando Antônio Santos Coelho
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,31.0,"+55 (19) 3521-4741
						proec@unicamp.br"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,32.0,"
						Rua da Reitoria, 121
						Cidade Universitária “Zeferino Vaz”
						Barão Geraldo - Unicamp
						13083-872
						Campinas – SP"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,33.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br,33.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,0.0,Fórum Permanente: A medição da Pobreza Multidimensional por meio da abordagem consensual.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,1.0,Sobre a ProEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,2.0,ProEC Vídeos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,3.0,Acontece
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,4.0,Fórum Especial - 20 Anos: Direitos Humanos na Prática:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,5.0,Além da Guerra às Drogas: 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,6.0,A Lei Geral de Proteção de Dados Pessoais e as Universidades Estaduais Paulistas
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,7.0,E-sports são esportes?
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,8.0,Sobre
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,9.0,Localização
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,10.0,Redes Sociais
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,11.0,.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,12.0,"Em 2021, a Unicamp entrou  em terceiro lugar na lista das universidades com melhor reputação do mundo, de acordo com o ranking Times Higher Education (THE) World Reputation."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,12.0,"Essa conquista aumenta a responsabilidade social desta instituição pública, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,13.0,"Na Unicamp, a Pró Reitoria de Extensão e Cultura tem como missão coordenar e estimular atividades e projetos de Extensão e Cultura que, por meio do diálogo e da multidisciplinaridade, tenham aplicação contínua em comunidades não somente da Região Metropolitana de Campinas (RMC), mas também de vários lugares do Brasil e de outros países."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,14.0,"Com o cuidado de não separar ensino, pesquisa e extensão, a Unicamp constrói tradição de interação com a sociedade, por meio de acordos de cooperação com órgãos do governo e da iniciativa privada."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,15.0,"A extensão promove uma transformação social positiva, realizada por professores, pesquisadores, alunos e colaboradores da Universidade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,16.0,DESTAQUE
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,17.0,Assista aos vídeos produzidos pela ProEC.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,18.0,Fique por dentro de nossas atividades
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,19.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,20.0,Publicado em 31/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,21.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,22.0,Publicado em 24/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,23.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,24.0,Publicado em 24/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,25.0,NOTÍCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,26.0,Publicado em 20/07/2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,27.0,#SomosPROEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,28.0,Conheça todos os órgãos que são parte da Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,29.0,Pró-Reitoria de Extensão e Cultura
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,30.0,Prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,30.0,Dr.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,30.0,Fernando Antônio Santos Coelho
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,31.0,"+55 (19) 3521-4741
						proec@unicamp.br"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,32.0,"
						Rua da Reitoria, 121
						Cidade Universitária “Zeferino Vaz”
						Barão Geraldo - Unicamp
						13083-872
						Campinas – SP"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,33.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/,33.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,0.0,EAD
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,1.0,Fique por dentro dos editais
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,2.0,EDITAL PROEC-EAD 01/2021 - DIVULGAÇÃO DO RESULTADO FINAL
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,3.0,EDITAL PROEC-EAD 01/2021 - DIVULGAÇÃO DO RESULTADO PRELIMINAR
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,4.0,DIVULGAÇÃO DO RESULTADO FINAL DOS PROJETOS SELECIONADOS
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,5.0,EDITAL ProEC-EAD 01/2021 - CHAMADA PARA SELEÇÃO DE PROJETOS PARA DESENVOLVIMENTO E OFERECIMENTO DE CURSOS DE EXTENSÃO A DISTÂNCIA 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,6.0,SELEÇÃO DE PROJETOS PARA DESENVOLVIMENTO E OFERECIMENTO DE CURSOS DE EXTENSÃO A DISTÂNCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,7.0,DIVULGAÇÃO DO RESULTADO FINAL
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,8.0,Relação dos Projetos Classificados após o prazo recursal:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,9.0,"Cada professor proponente receberá um email individual, com um link para acessar a avaliação completa e os comentários dos avaliadores referentes ao seu projeto."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,10.0,REUNIÃO DE ORIENTAÇÃO - PROGRAME-SE:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,11.0,Será realizada uma reunião com os responsáveis pelos projetos contemplados e suas equipes em:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,12.0,"Data: 10 de maio de 2021 - terça-feira
          Horário: 14h30 às 16h30
          Local: Educorp - Sala Multiuso 2"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,13.0,COMPOSIÇÃO DA COMISSÃO AVALIADORA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,14.0,ProEC - Pró-Reitoria de Extensão e Cultura
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,15.0,SELEÇÃO DE PROJETOS PARA DESENVOLVIMENTO E OFERECIMENTO DE CURSOS DE EXTENSÃO A DISTÂNCIA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,16.0,DIVULGAÇÃO DO RESULTADO PRELIMINAR
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,17.0,Relação dos Projetos Classificados antes do prazo recursal:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,18.0,"Cada professor proponente receberá um email individual, com um link para acessar a avaliação completa e os comentários dos avaliadores referentes ao seu projeto."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,19.0,"A relação definitiva dos Projetos Selecionados só será divulgada após o período de análise dos recursos, conforme Cronograma do Edital."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,20.0,PROGRAME-SE
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,21.0,Será realizada uma reunião com os responsáveis pelos projetos contemplados e suas equipes em:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,22.0,"Data: 10 de maio de 2021 - terça-feira
          Horário: 14h30 às 16h30
          Local: Educorp - Sala Multiuso 2"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,23.0,COMPOSIÇÃO DA COMISSÃO AVALIADORA
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,24.0,ProEC - Pró-Reitoria de Extensão e Cultura
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,25.0,A ProEC lança Edital com chamada para apresentação de Projetos para desenvolvimento e oferecimento de Cursos de Extensão a distância.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,25.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,26.0,"O objetivo deste Edital é fomentar o desenvolvimento e o oferecimento de cursos de extensão totalmente a distância via web, com o uso intensivo das Tecnologias Digitais de Informação e Comunicação - TDICs como ferramentas de apoio, visando ampliar o número de vagas e alcance geográfico dos alunos nos cursos de extensão:"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,27.0,"Cada projeto selecionado poderá receber até R$ 20.000,00 para pagamento de prestação de serviços, bolsas de monitoria para alunos de graduação e de pós-graduação e também para aquisição de materiais e de equipamentos, a serem utilizados exclusivamente no desenvolvimento e/ou oferecimento do curso."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,27.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,28.0,O prazo para submissão dos projetos vai até dia 17 de fevereiro de 2022 e o início do oferecimento dos cursos deve ocorrer até 01 de março de 2023.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,29.0,"Poderão submeter projetos a este Edital todos os docentes da Unicamp, de qualquer área do conhecimento."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,29.0,"As inscrições serão feitas on line, diretamente na área do professor, no sistema de Administração de Cursos da Extecamp neste endereço: https://www.extecamp.unicamp.br/professor ."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,30.0,"Para solicitar a criação de conta na área do professor ou para outras informações, enviar email para editais.ead@extecamp.unicamp.br, informando nome completo, matrícula e email institucional."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,31.0,Faremos uma reunião para orientação e esclarecimento de dúvidas referentes a esse Edital em:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,32.0,"Data: 10 de dezembro de 2021 - sexta-feira
             Horário: 10h às 11h30
             Local: Reunião virtual - o link da reunião será enviado para os inscritos na reunião"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,33.0,Faça sua inscrição em: https://sistemas.proec.unicamp.br/admin/inscritos/novo/740
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,34.0,Mais informações:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,35.0,"Clique aqui para visualizar o texto completo deste Edital
Clique aqui para ver o vídeo sobre o lançamento deste Edital
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,36.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_ead,36.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,0.0,Equipe
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,1.0,Quem somos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,2.0,Pró-reitoria
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,3.0,Prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,3.0,Dr.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,3.0,Fernando Antonio Santos Coelho
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,4.0,Assessores
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,5.0,Prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,5.0,Dr.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,5.0,Marco Aurélio Cremasco
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,6.0,Prof.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,6.0,Dr.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,6.0,José Luiz da Costa
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,7.0,Assessoria Técnica
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,8.0,Simone Cristina Ferreira
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,9.0,Assistência Técnica
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,10.0,Ana Paula G.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,10.0,Sidoti
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,11.0,Projetores Estratégicos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,12.0,Isabel Cristina Araujo Floriano
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,13.0,Marcus Lüders
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,14.0,Renata França Marangoni
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,15.0,Clique aqui para visualizar o histórico de Ex-Pró-Reitores
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,16.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,17.0,proreitor@proec.unicamp.br+55 19 3521-4741
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,18.0,Visualizar Currículo Lattes
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Graduação em Farmácia Industrial (UFRJ - 1979).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Mestrado em Síntese de Produtos Naturais ( NPPN/UFRJ - 1983).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Doutorado de Estado em Ciências Físicas (Doctorat D`État Ès Sciences Physiques - Université Joseph Fourier de Grenoble - 1987).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Professor da Université de Grenoble e pesquisador do Laboratoire d´Études Structurales et de la Selectivité III (09/87 a 07/88).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Chefe da Divisão de Síntese da Gerência de Pesquisa e Desenvolvimento da Salgema Indústrias-Química S/A em Maceió/AL (09/89 a 06/95).
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Professor Titular desde de janeiro de 2011.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Já publicou mais de 100 trabalhos científicos.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,"Orientou 42 teses e dissertações, 16 estágios de pós-doutorados e vários trabalhos de iniciação científica, a nível nacional e internacional."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/equipe,19.0,Diretor da Divisão de Química Orgânica da Sociedade Brasileira de Química (2002-2004).
